Customer_Name,Gender,Age,Region,Product,Units_Sold,Unit_Price,Payment_Method,Order_Date,Customer_Rating,Sales_Amount
Diya Mishra,Male,49,West,Laptop,2,46986,Card,7/20/2023,3.5,93972
Vihaan Choudhary,Male,40,East,Headphones,1,21067,Netbanking,5/7/2023,4,21067
Kavya Nair,Male,50,West,Tablet,2,30239,Netbanking,9/14/2023,1.7,60478
Kavya Joshi,Male,20,East,Laptop,7,43785,Cash,11/6/2024,1.8,306495
Priya Mishra,Male,35,East,Mobile,3,4254,Card,6/30/2024,4.6,12762
Simran Choudhary,Male,42,North,Charger,2,27544,Card,7/13/2023,4,55088
Rohan Kumar,Female,59,South,Mobile,7,2224,Card,12/3/2024,4.6,15568
Sneha Nair,Female,48,South,Laptop,2,1876,Card,4/14/2023,4,3752
Tanya Kumar,Male,20,North,Tablet,3,9206,UPI,6/18/2024,3.4,27618
Aisha Gupta,Male,57,West,Laptop,7,9394,UPI,9/22/2023,3.6,65758
Vivaan Verma,Female,41,East,Headphones,4,18537,UPI,1/19/2024,4.6,74148
Kavya Patel,Female,49,East,Mobile,1,18950,Netbanking,9/17/2023,3.3,18950
Rohan Nair,Male,39,West,Mobile,5,16906,Card,2/18/2024,3.5,84530
Vihaan Joshi,Male,40,West,Mobile,9,30225,Cash,12/24/2023,1.6,272025
Aditya Verma,Female,19,West,Tablet,8,6426,Card,3/16/2023,2.9,51408
Priya Reddy,Female,44,South,Mobile,9,39519,Card,12/21/2023,3.9,355671
Sneha Choudhary,Male,59,South,Laptop,9,9996,Netbanking,8/6/2024,2.1,89964
Rahul Verma,Male,19,West,Tablet,7,36568,UPI,7/7/2023,1.8,255976
Krishna Patel,Male,43,North,Charger,4,30306,Card,11/15/2024,2.3,121224
Aryan Gupta,Female,34,East,Mobile,5,23163,UPI,10/17/2023,2,115815
Kavya Patel,Female,57,East,Charger,1,41821,UPI,2/14/2023,1.9,41821
Ananya Gupta,Male,50,North,Charger,1,36995,Card,7/26/2024,2.7,36995
Simran Patel,Male,26,East,Headphones,3,23156,Cash,3/24/2023,4.6,69468
Priya Gupta,Male,56,East,Laptop,8,26360,Cash,5/3/2023,3,210880
Priya Choudhary,Female,46,North,Laptop,2,17332,Cash,12/24/2023,1.8,34664
Diya Nair,Male,59,North,Tablet,4,39287,UPI,6/11/2024,1.3,157148
Aditya Kumar,Female,43,West,Tablet,2,48731,Card,3/7/2023,3.8,97462
Aarav Patel,Male,52,West,Mobile,5,22227,Card,10/18/2024,2.5,111135
Riya Nair,Female,42,West,Laptop,9,43315,Cash,1/10/2024,4.3,389835
Aisha Nair,Male,41,South,Mobile,1,30045,Card,6/11/2023,3.6,30045
Isha Kumar,Female,30,South,Headphones,5,45022,Netbanking,1/15/2024,4.2,225110
Rahul Sharma,Female,24,North,Charger,9,3020,Card,10/17/2024,2.1,27180
Vihaan Mishra,Male,53,South,Mobile,1,3581,Netbanking,12/24/2023,3.8,3581
Rahul Nair,Female,37,East,Tablet,9,34696,Netbanking,7/7/2023,2.1,312264
Diya Verma,Female,18,South,Headphones,8,37235,Card,11/18/2023,4.8,297880
Aditya Gupta,Female,25,West,Charger,4,39713,UPI,3/25/2024,3.5,158852
Riya Joshi,Male,33,South,Mobile,5,15066,Cash,4/18/2024,2.3,75330
Kabir Verma,Male,31,East,Tablet,5,14542,Cash,1/13/2023,2.1,72710
Sneha Gupta,Male,29,East,Laptop,6,25998,Card,7/3/2023,1.8,155988
Krishna Sharma,Female,40,South,Laptop,7,11829,Card,4/21/2023,3.8,82803
Simran Nair,Male,32,South,Laptop,8,32156,UPI,5/22/2024,1.9,257248
Vivaan Sharma,Male,45,South,Laptop,8,2659,Cash,10/17/2023,3.4,21272
Aisha Reddy,Female,51,North,Mobile,2,38400,Cash,10/22/2023,2.1,76800
Riya Kumar,Male,19,South,Laptop,9,19863,Card,3/26/2024,3.6,178767
Isha Choudhary,Female,49,East,Laptop,7,48201,Netbanking,8/3/2023,4.3,337407
Rahul Reddy,Male,40,North,Laptop,4,43741,Card,9/23/2024,4.1,174964
Simran Kumar,Male,39,South,Headphones,4,19533,Card,7/20/2024,4,78132
Simran Gupta,Female,42,North,Mobile,8,11305,Cash,1/27/2023,1.8,90440
Aisha Kumar,Female,39,West,Mobile,4,36351,Card,9/21/2024,1.4,145404
Aarav Kumar,Female,39,North,Tablet,6,27332,UPI,8/19/2023,3.8,163992
Rahul Nair,Male,59,West,Tablet,5,14444,Netbanking,7/18/2024,2.5,72220
Rohan Kumar,Male,23,South,Laptop,3,20373,Card,11/17/2023,2.7,61119
Aryan Joshi,Male,32,South,Charger,2,40872,UPI,8/21/2023,1.1,81744
Diya Choudhary,Female,54,North,Headphones,9,24428,Card,10/31/2024,2,219852
Aditya Verma,Female,50,East,Mobile,9,15879,Netbanking,3/12/2024,1.1,142911
Priya Reddy,Female,25,East,Tablet,1,37251,Cash,6/16/2024,4.5,37251
Krishna Mishra,Male,22,North,Headphones,3,35046,UPI,2/7/2024,2,105138
Krishna Choudhary,Female,56,North,Tablet,8,24786,Cash,2/22/2023,3.2,198288
Kabir Verma,Female,21,North,Tablet,6,5610,Cash,11/9/2023,1.2,33660
Isha Joshi,Male,23,North,Laptop,5,12587,Netbanking,10/8/2023,3.7,62935
Aarav Joshi,Male,49,West,Charger,5,24262,UPI,12/26/2024,2.3,121310
Sneha Mishra,Female,47,East,Tablet,6,17581,Netbanking,1/31/2023,4.6,105486
Isha Reddy,Male,52,West,Mobile,7,35447,Cash,12/3/2023,4.6,248129
Rohan Joshi,Female,57,East,Charger,1,10096,Netbanking,7/2/2023,2.3,10096
Sneha Patel,Female,33,West,Headphones,9,38519,UPI,1/23/2023,4.6,346671
Isha Mishra,Male,30,North,Mobile,3,42503,UPI,6/27/2024,5,127509
Ananya Joshi,Male,59,West,Headphones,4,18813,Cash,3/21/2024,4.3,75252
Rohan Choudhary,Male,47,North,Mobile,1,48139,Cash,3/15/2023,4.4,48139
Isha Mishra,Male,36,South,Laptop,3,1513,UPI,1/10/2023,2,4539
Aisha Reddy,Female,34,East,Tablet,2,49878,Netbanking,4/28/2024,3.3,99756
Kabir Gupta,Male,36,South,Laptop,2,24205,Card,3/31/2024,1.3,48410
Simran Kumar,Female,45,South,Tablet,1,2328,Card,7/19/2024,1.4,2328
Rahul Joshi,Female,43,South,Laptop,8,8409,Card,7/17/2024,5,67272
Vivaan Kumar,Female,54,East,Charger,3,38856,Netbanking,10/21/2024,2.3,116568
Vivaan Reddy,Male,43,North,Charger,3,13609,Netbanking,6/9/2023,4,40827
Kavya Nair,Male,40,East,Laptop,6,2523,Card,1/14/2023,4.2,15138
Simran Joshi,Male,26,West,Headphones,8,15037,Cash,6/27/2023,4.4,120296
Ananya Reddy,Male,29,East,Charger,9,27161,Netbanking,2/16/2024,5,244449
Vihaan Nair,Female,18,South,Charger,9,39159,UPI,2/22/2023,2,352431
Sneha Gupta,Female,18,North,Tablet,4,34348,Card,2/12/2024,1.2,137392
Aarav Mishra,Female,51,South,Laptop,5,38304,UPI,1/22/2023,2.6,191520
Sneha Verma,Male,49,West,Charger,2,15879,Card,1/30/2023,1.5,31758
Kabir Choudhary,Male,42,North,Mobile,9,28266,UPI,12/3/2024,1.1,254394
Sneha Patel,Male,57,West,Mobile,8,44090,Netbanking,9/17/2023,2.4,352720
Kavya Nair,Male,18,East,Laptop,3,3063,Card,7/24/2023,4.1,9189
Vivaan Joshi,Male,33,South,Laptop,9,36560,Card,2/28/2023,3.3,329040
Kabir Joshi,Female,56,East,Mobile,3,29697,UPI,4/15/2024,2.3,89091
Aisha Verma,Male,22,West,Charger,9,4086,UPI,4/10/2024,3.6,36774
Sneha Kumar,Female,39,East,Tablet,2,16587,Cash,1/12/2023,1.9,33174
Tanya Patel,Female,46,North,Tablet,9,49368,UPI,9/22/2024,1.1,444312
Aditya Kumar,Female,20,East,Headphones,8,23725,Netbanking,10/17/2023,4.1,189800
Aarav Joshi,Male,29,North,Charger,9,30250,Netbanking,12/20/2023,3.5,272250
Aditya Mishra,Female,43,West,Tablet,5,7143,Card,9/30/2024,4,35715
Kavya Gupta,Female,33,East,Tablet,2,28023,UPI,3/16/2023,1.2,56046
Priya Choudhary,Male,54,West,Laptop,8,37227,Netbanking,12/16/2024,4.3,297816
Priya Choudhary,Female,39,South,Tablet,6,11505,Card,7/14/2024,3.5,69030
Riya Reddy,Male,46,South,Tablet,8,44043,Card,8/13/2024,3.3,352344
Aryan Nair,Female,31,South,Headphones,5,661,Cash,3/16/2024,3.5,3305
Kabir Mishra,Male,45,North,Charger,2,16529,Card,8/29/2023,4.5,33058
Aditya Choudhary,Male,22,West,Headphones,6,14726,Netbanking,6/3/2023,3.3,88356
Aryan Gupta,Female,47,South,Charger,5,29231,Card,4/6/2023,3.3,146155
Aryan Mishra,Male,22,West,Tablet,5,44422,UPI,12/26/2024,5,222110
Diya Choudhary,Male,29,North,Mobile,1,45348,UPI,10/21/2023,4,45348
Kavya Gupta,Female,33,North,Headphones,2,3890,Card,7/28/2023,2.8,7780
Priya Nair,Female,43,North,Laptop,8,6497,Card,12/9/2023,3.8,51976
Aarav Reddy,Female,43,South,Charger,3,13193,Card,3/29/2023,2.6,39579
Kabir Verma,Male,38,South,Laptop,3,42592,Card,1/25/2024,1.9,127776
Simran Joshi,Male,56,South,Laptop,8,1041,Card,11/21/2023,3.4,8328
Riya Joshi,Female,53,South,Mobile,8,22317,UPI,6/6/2023,4.7,178536
Vivaan Reddy,Male,50,East,Mobile,2,38361,UPI,10/29/2024,4.7,76722
Aisha Reddy,Female,47,East,Tablet,8,13928,Card,10/12/2024,2.4,111424
Riya Kumar,Female,54,South,Headphones,1,44434,Netbanking,9/24/2024,3.1,44434
Krishna Gupta,Male,40,West,Tablet,6,49331,UPI,7/30/2024,1.8,295986
Kavya Kumar,Male,27,West,Tablet,8,10758,Netbanking,9/10/2024,5,86064
Tanya Verma,Male,22,West,Charger,3,16544,Netbanking,10/20/2024,4.9,49632
Ishaan Choudhary,Male,53,South,Laptop,8,29911,Netbanking,5/17/2023,3.6,239288
Rahul Patel,Female,51,North,Headphones,1,5969,Netbanking,11/4/2024,4.2,5969
Simran Mishra,Female,48,North,Laptop,9,29354,Netbanking,3/3/2024,3.9,264186
Diya Nair,Male,27,East,Tablet,9,6756,Cash,3/27/2024,3.4,60804
Ananya Joshi,Male,36,East,Mobile,5,11220,UPI,9/3/2024,1.2,56100
Ananya Kumar,Male,49,North,Mobile,4,34437,Card,5/21/2023,2.8,137748
Aryan Joshi,Male,18,West,Mobile,6,34098,Card,3/24/2023,3.7,204588
Vivaan Patel,Female,22,West,Charger,7,2151,Card,6/26/2023,3.7,15057
Riya Sharma,Male,21,West,Charger,5,19694,Netbanking,7/17/2023,2.5,98470
Vihaan Reddy,Female,33,East,Tablet,9,25551,UPI,9/15/2024,4.8,229959
Ishaan Nair,Male,41,West,Laptop,3,27886,Cash,7/21/2024,1.7,83658
Priya Mishra,Male,33,South,Mobile,7,10018,Cash,11/21/2024,3,70126
Aditya Verma,Female,19,North,Tablet,5,46526,Netbanking,2/25/2024,3.8,232630
Kabir Mishra,Male,45,West,Charger,7,16684,Card,2/5/2024,3.8,116788
Aryan Gupta,Male,49,South,Mobile,2,34287,Card,11/28/2024,3.6,68574
Kavya Joshi,Male,44,North,Laptop,4,22121,Netbanking,4/15/2024,2.1,88484
Ananya Joshi,Female,37,South,Mobile,2,10528,Card,8/6/2023,1.6,21056
Isha Verma,Male,41,South,Headphones,7,12948,UPI,12/29/2024,3.5,90636
Aisha Reddy,Female,29,North,Tablet,2,45753,UPI,9/23/2024,3.4,91506
Aryan Sharma,Female,52,West,Charger,1,34551,Cash,6/24/2023,1.7,34551
Vihaan Kumar,Female,50,East,Mobile,9,30947,Netbanking,1/23/2023,3.8,278523
Sneha Joshi,Male,50,South,Laptop,1,18894,Card,12/25/2024,2.8,18894
Aisha Verma,Male,54,North,Mobile,8,35001,Card,8/23/2023,3.7,280008
Vivaan Joshi,Female,29,West,Charger,2,30754,Netbanking,1/13/2023,4.3,61508
Simran Mishra,Female,20,North,Tablet,8,19009,Netbanking,4/11/2023,1.7,152072
Sneha Patel,Female,18,South,Mobile,3,49498,Netbanking,6/19/2024,1.1,148494
Aisha Kumar,Female,50,North,Headphones,6,14972,Netbanking,6/6/2024,4.1,89832
Vivaan Mishra,Female,57,South,Tablet,3,46157,UPI,3/27/2024,3.4,138471
Vivaan Choudhary,Female,27,West,Mobile,7,3971,Card,3/6/2024,3.8,27797
Vivaan Sharma,Male,46,South,Headphones,9,42296,UPI,8/28/2024,4.4,380664
Rohan Gupta,Male,30,South,Charger,2,30768,UPI,12/13/2024,4.2,61536
Sneha Verma,Female,29,North,Laptop,5,8829,UPI,6/16/2024,4.8,44145
Diya Verma,Male,48,North,Tablet,6,35365,Netbanking,12/23/2024,3.1,212190
Ishaan Patel,Female,19,South,Laptop,4,47350,Netbanking,10/13/2024,3,189400
Vivaan Kumar,Male,52,North,Charger,4,47198,UPI,10/20/2023,2.6,188792
Rohan Verma,Male,40,West,Charger,4,28772,UPI,4/11/2023,1.6,115088
Kabir Reddy,Male,34,North,Headphones,2,43345,Cash,5/16/2024,3.3,86690
Rohan Gupta,Female,43,West,Tablet,4,6897,Cash,10/31/2023,2.1,27588
Ananya Reddy,Male,25,South,Headphones,1,32873,Card,6/23/2024,4.7,32873
Vivaan Reddy,Male,46,North,Laptop,6,36025,Cash,7/6/2024,3.3,216150
Riya Patel,Male,43,East,Mobile,1,25070,Card,12/21/2023,3.4,25070
Rahul Kumar,Female,27,West,Mobile,6,18784,Netbanking,10/30/2023,2.4,112704
Aisha Nair,Male,43,South,Tablet,1,19494,Netbanking,5/10/2024,1.2,19494
Aisha Sharma,Female,51,West,Tablet,6,23784,Cash,10/19/2024,1.1,142704
Ishaan Choudhary,Male,58,East,Charger,8,18333,Netbanking,8/15/2023,2.7,146664
Diya Sharma,Female,24,West,Charger,2,25622,UPI,8/24/2023,1.3,51244
Ishaan Reddy,Female,21,East,Laptop,2,5517,UPI,3/30/2024,3.4,11034
Rahul Patel,Female,28,North,Charger,4,16870,Card,1/13/2023,4.5,67480
Isha Joshi,Female,46,South,Tablet,3,29752,Card,7/29/2023,4.5,89256
Sneha Reddy,Male,53,North,Laptop,4,8499,Card,2/1/2024,3.6,33996
Priya Nair,Male,42,North,Mobile,7,22936,Card,4/10/2023,1.8,160552
Rahul Verma,Female,38,West,Tablet,1,43463,Netbanking,1/31/2023,4.5,43463
Isha Mishra,Female,53,South,Mobile,6,2596,UPI,6/11/2024,4.5,15576
Tanya Patel,Female,27,West,Mobile,3,48701,UPI,10/10/2024,1.8,146103
Kavya Patel,Female,54,West,Headphones,7,25779,Cash,11/25/2023,3.9,180453
Aisha Sharma,Male,26,East,Laptop,2,43863,Netbanking,6/15/2023,2.1,87726
Krishna Mishra,Female,41,East,Headphones,2,49209,Cash,4/3/2024,4.2,98418
Kavya Nair,Male,52,West,Mobile,4,26701,Netbanking,4/10/2023,5,106804
Rohan Sharma,Male,52,West,Mobile,1,20215,Cash,9/12/2024,1.1,20215
Aditya Joshi,Female,53,West,Tablet,3,29809,Cash,6/22/2023,4.6,89427
Simran Verma,Female,35,East,Laptop,9,15578,UPI,6/11/2023,3.5,140202
Rahul Gupta,Female,56,South,Charger,7,5605,UPI,12/28/2024,4.9,39235
Rahul Sharma,Male,49,West,Charger,7,29812,Netbanking,9/20/2023,2.9,208684
Rahul Patel,Female,41,North,Headphones,4,3339,Netbanking,10/1/2023,4.4,13356
Isha Patel,Male,40,East,Headphones,2,3884,Card,1/3/2023,1.2,7768
Kabir Reddy,Female,49,North,Laptop,4,44119,Card,1/28/2023,2.3,176476
Vihaan Reddy,Female,54,East,Headphones,6,43321,Netbanking,11/22/2023,1.3,259926
Ananya Reddy,Female,29,West,Charger,3,13993,UPI,5/29/2023,4.9,41979
Priya Nair,Female,30,South,Tablet,1,17569,UPI,6/23/2024,4.3,17569
Ananya Patel,Male,40,South,Charger,8,47407,Cash,5/2/2024,4.4,379256
Aarav Choudhary,Male,42,North,Laptop,5,8031,Cash,3/13/2024,4.8,40155
Aisha Sharma,Male,52,North,Charger,5,37551,UPI,3/6/2023,1.3,187755
Isha Gupta,Male,58,South,Tablet,4,8236,Card,12/22/2023,2.5,32944
Diya Reddy,Female,47,North,Charger,6,8210,Cash,6/16/2024,1.3,49260
Ishaan Reddy,Female,34,East,Mobile,3,2119,UPI,9/9/2023,1.8,6357
Aarav Choudhary,Male,37,West,Laptop,9,14475,UPI,8/23/2023,1.9,130275
Aditya Sharma,Female,42,North,Headphones,5,46103,Netbanking,8/15/2023,2.9,230515
Simran Sharma,Male,39,East,Tablet,3,23752,Cash,6/8/2024,2.1,71256
Diya Nair,Male,30,North,Tablet,1,15761,Cash,11/9/2023,1.4,15761
Ishaan Sharma,Female,36,North,Headphones,6,1931,Netbanking,2/18/2023,1.7,11586
Rohan Nair,Female,53,South,Charger,2,9567,Cash,4/28/2023,1.6,19134
Kavya Kumar,Male,29,South,Mobile,3,37981,Netbanking,2/23/2023,4.9,113943
Rahul Kumar,Male,58,South,Mobile,1,27537,UPI,10/11/2024,4,27537
Kabir Patel,Female,36,East,Mobile,9,10057,Card,7/18/2024,4.9,90513
Riya Mishra,Male,29,East,Tablet,8,9935,UPI,2/13/2023,2.8,79480
Rahul Kumar,Female,26,South,Charger,2,38266,Cash,2/22/2023,2.1,76532
Tanya Gupta,Female,24,East,Charger,8,662,Netbanking,8/8/2024,4.2,5296
Sneha Patel,Male,45,South,Charger,9,35242,Cash,7/11/2024,2.3,317178
Rohan Mishra,Female,31,North,Tablet,1,20175,Cash,6/8/2024,2.2,20175
Priya Verma,Female,48,West,Headphones,5,8961,Card,11/7/2024,1.9,44805
Aryan Joshi,Male,36,North,Headphones,8,17515,Card,4/12/2023,1.5,140120
Aarav Nair,Male,33,North,Laptop,2,33091,Netbanking,2/2/2024,2,66182
Kavya Reddy,Male,22,West,Laptop,4,28547,Cash,5/18/2023,2.4,114188
Vivaan Nair,Male,52,South,Tablet,7,35282,UPI,11/5/2024,3.7,246974
Priya Patel,Female,29,East,Headphones,3,10333,Netbanking,1/22/2024,1.3,30999
Isha Patel,Male,42,East,Mobile,5,8396,UPI,4/21/2023,1.8,41980
Aryan Kumar,Female,38,South,Tablet,8,33472,UPI,9/5/2024,4.2,267776
Aarav Reddy,Female,53,South,Headphones,3,42300,UPI,1/17/2023,1.6,126900
Priya Mishra,Female,40,East,Mobile,4,31008,UPI,7/1/2023,2.4,124032
Tanya Joshi,Male,33,North,Mobile,9,5847,UPI,6/19/2024,4.5,52623
Tanya Gupta,Male,56,East,Mobile,7,30814,UPI,6/24/2024,1.6,215698
Aryan Reddy,Male,59,South,Headphones,1,3143,UPI,6/20/2023,1.3,3143
Simran Mishra,Male,56,South,Headphones,4,41285,Cash,2/13/2024,2.9,165140
Vivaan Mishra,Male,31,North,Mobile,4,19181,Netbanking,1/13/2024,2.2,76724
Aisha Nair,Female,48,South,Tablet,9,38828,Card,7/7/2023,3.3,349452
Sneha Sharma,Male,22,East,Mobile,6,16392,Cash,8/18/2023,4.2,98352
Isha Gupta,Male,52,East,Laptop,9,47799,Netbanking,4/29/2023,1.5,430191
Sneha Nair,Female,40,South,Mobile,6,17573,Cash,6/5/2023,3.3,105438
Aryan Kumar,Female,46,North,Laptop,6,37268,UPI,11/17/2024,3,223608
Kabir Patel,Male,28,North,Headphones,5,31182,UPI,4/9/2024,1.6,155910
Rohan Verma,Female,35,South,Mobile,5,32762,Card,4/14/2023,3.5,163810
Aditya Nair,Male,29,West,Mobile,2,31858,Cash,8/26/2024,2.1,63716
Tanya Choudhary,Female,26,West,Headphones,8,14789,Card,11/28/2024,3,118312
Rahul Joshi,Female,27,South,Headphones,8,8427,UPI,5/16/2024,1.3,67416
Diya Verma,Male,34,West,Charger,1,48830,UPI,11/23/2024,2.8,48830
Rohan Mishra,Male,55,South,Mobile,8,1671,Netbanking,11/12/2024,2.2,13368
Diya Nair,Male,24,East,Laptop,5,12418,Netbanking,11/29/2024,4.3,62090
Diya Joshi,Female,30,West,Charger,2,42403,Cash,6/24/2023,1.2,84806
Aditya Choudhary,Male,57,North,Headphones,2,39610,Card,11/4/2024,2.7,79220
Sneha Joshi,Female,59,South,Charger,6,12429,Cash,2/25/2024,2.8,74574
Kavya Gupta,Male,26,West,Charger,9,3039,UPI,5/14/2023,3.9,27351
Sneha Reddy,Male,44,West,Mobile,1,37227,Card,1/26/2024,3.3,37227
Aarav Joshi,Male,19,East,Headphones,6,46451,Cash,5/15/2024,3.7,278706
Sneha Choudhary,Male,22,East,Charger,9,23169,Card,10/26/2024,4.1,208521
Simran Sharma,Female,46,South,Laptop,8,5932,Card,2/2/2023,4.4,47456
Aditya Mishra,Male,54,North,Tablet,6,21144,Card,2/24/2023,2.3,126864
Riya Joshi,Male,55,South,Headphones,3,19245,UPI,6/2/2024,3.2,57735
Rohan Choudhary,Female,36,South,Laptop,8,28728,Netbanking,9/29/2024,4.4,229824
Kabir Reddy,Female,25,East,Laptop,9,35021,Card,1/12/2023,5,315189
Krishna Joshi,Male,18,South,Charger,1,32203,Netbanking,6/11/2024,4.6,32203
Rahul Joshi,Female,39,West,Tablet,9,27428,Netbanking,12/20/2024,2.5,246852
Riya Choudhary,Male,34,South,Headphones,6,18822,UPI,7/8/2024,1.8,112932
Diya Reddy,Female,24,South,Headphones,6,22860,Cash,1/8/2024,3,137160
Vivaan Patel,Female,42,West,Laptop,4,29555,Card,4/28/2024,4,118220
Krishna Verma,Female,21,East,Tablet,1,43391,Cash,10/8/2024,3,43391
Isha Choudhary,Male,53,North,Headphones,8,16876,Cash,8/16/2023,2.9,135008
Ishaan Sharma,Female,23,East,Tablet,2,7088,Cash,9/14/2024,4.4,14176
Kabir Sharma,Male,48,East,Mobile,1,25500,UPI,11/3/2023,2.4,25500
Riya Joshi,Male,36,South,Tablet,2,6804,Cash,4/1/2024,4.4,13608
Aryan Sharma,Male,56,South,Tablet,1,7845,UPI,6/9/2023,2.6,7845
Riya Reddy,Female,44,West,Mobile,1,29800,Card,11/27/2023,2.3,29800
Kabir Nair,Female,27,North,Tablet,9,24759,Card,8/13/2023,2.8,222831
Diya Kumar,Male,43,North,Laptop,1,25970,Card,12/29/2024,4,25970
Aryan Joshi,Male,36,East,Headphones,4,23517,Card,5/18/2024,1.5,94068
Aditya Verma,Male,56,North,Tablet,6,15852,Card,3/31/2024,1.8,95112
Vihaan Mishra,Female,20,West,Tablet,7,33865,Card,2/14/2023,4.8,237055
Krishna Gupta,Female,30,West,Charger,2,19946,UPI,8/2/2023,1.7,39892
Rahul Nair,Female,45,South,Headphones,6,2836,UPI,2/28/2023,3.3,17016
Rahul Kumar,Female,37,West,Laptop,7,10379,Cash,10/5/2024,3.3,72653
Riya Gupta,Male,45,West,Mobile,2,32816,Cash,9/7/2024,3,65632
Riya Kumar,Male,25,East,Laptop,2,33840,Card,7/14/2023,3.6,67680
Isha Mishra,Male,58,West,Tablet,7,8021,Card,5/3/2024,1.9,56147
Priya Reddy,Male,56,West,Charger,1,6671,Card,6/6/2023,3.2,6671
Kabir Mishra,Female,18,South,Charger,8,23981,Card,9/1/2024,2.5,191848
Vivaan Sharma,Female,20,West,Tablet,3,18974,UPI,8/14/2023,3.6,56922
Aryan Nair,Female,30,East,Tablet,6,47260,Cash,2/16/2024,1.6,283560
Kabir Sharma,Female,45,South,Charger,9,45129,Card,7/24/2023,3.3,406161
Tanya Patel,Female,42,East,Tablet,6,45732,Card,3/20/2023,1.7,274392
Kavya Choudhary,Female,50,South,Laptop,9,21508,Cash,5/4/2023,2.1,193572
Aisha Verma,Male,55,East,Charger,7,2133,Cash,4/15/2024,1.9,14931
Aarav Choudhary,Male,23,South,Laptop,9,12985,UPI,8/6/2023,1.7,116865
Rahul Sharma,Male,49,South,Laptop,2,44117,Cash,5/30/2024,4.3,88234
Tanya Joshi,Female,38,East,Mobile,8,4148,Card,8/24/2024,2.1,33184
Diya Joshi,Male,33,West,Tablet,8,48445,Card,4/14/2023,4.7,387560
Vivaan Gupta,Female,38,South,Headphones,2,13640,Netbanking,1/28/2024,4.9,27280
Tanya Verma,Female,28,North,Mobile,4,18421,Netbanking,9/22/2024,3.3,73684
Kavya Joshi,Female,54,North,Charger,7,14857,Netbanking,10/6/2024,1.6,103999
Aisha Kumar,Female,53,East,Charger,4,46636,Cash,8/30/2024,2.5,186544
Krishna Mishra,Male,52,East,Headphones,4,3637,UPI,3/9/2024,4.2,14548
Riya Nair,Female,36,West,Mobile,6,597,Card,11/27/2023,2.5,3582
Tanya Kumar,Female,37,East,Mobile,6,11907,Cash,5/23/2023,1.3,71442
Priya Patel,Male,35,East,Laptop,3,31075,Netbanking,6/23/2024,3.2,93225
Kavya Gupta,Female,58,East,Tablet,9,13222,Card,10/5/2023,4.4,118998
Aisha Sharma,Female,31,South,Charger,2,13424,UPI,8/21/2023,4.2,26848
Simran Nair,Male,32,East,Headphones,6,4250,Netbanking,6/12/2024,1.7,25500
Aarav Verma,Female,48,West,Charger,7,28233,Card,7/24/2024,3.7,197631
Kavya Sharma,Male,18,West,Laptop,9,9035,UPI,3/31/2023,1.9,81315
Aditya Nair,Male,20,South,Mobile,3,24987,Netbanking,5/6/2024,1.9,74961
Isha Patel,Male,33,North,Tablet,3,31151,UPI,7/18/2023,4.5,93453
Aisha Mishra,Male,40,North,Tablet,7,5166,Card,12/28/2023,2,36162
Aryan Nair,Male,28,South,Headphones,4,49277,UPI,3/16/2024,2.1,197108
Simran Reddy,Male,29,East,Tablet,8,17494,Netbanking,1/26/2023,1,139952
Kabir Kumar,Male,27,West,Headphones,7,2227,Card,1/25/2023,4.5,15589
Vivaan Gupta,Male,49,West,Laptop,5,35122,Cash,1/29/2024,4.2,175610
Aarav Joshi,Male,33,East,Headphones,7,11300,Netbanking,5/21/2024,3.5,79100
Ananya Choudhary,Female,25,South,Tablet,3,38323,Netbanking,10/28/2023,4,114969
Vivaan Reddy,Female,55,South,Laptop,2,43539,UPI,12/5/2023,1.6,87078
Sneha Choudhary,Female,29,East,Laptop,6,19208,Cash,9/24/2023,2.8,115248
Vihaan Joshi,Female,41,West,Charger,2,13319,Cash,4/5/2024,2.4,26638
Sneha Choudhary,Male,45,West,Headphones,3,9869,Cash,11/23/2024,1.4,29607
Ishaan Verma,Female,25,East,Tablet,6,9783,Cash,3/31/2024,2.9,58698
Rohan Kumar,Male,45,West,Mobile,5,31073,Card,12/26/2023,4.7,155365
Riya Sharma,Female,53,East,Charger,8,13671,Netbanking,3/9/2023,1.2,109368
Isha Reddy,Male,43,South,Headphones,9,31433,Card,2/16/2024,2.2,282897
Aryan Sharma,Female,25,East,Charger,3,6274,Card,5/5/2024,1.8,18822
Ishaan Kumar,Male,45,East,Headphones,3,7019,Card,2/18/2023,2,21057
Isha Reddy,Female,45,North,Charger,3,11483,Cash,11/17/2024,4.6,34449
Simran Verma,Female,54,West,Tablet,6,31432,Netbanking,7/17/2024,2.9,188592
Aisha Choudhary,Female,58,South,Laptop,1,31298,Card,4/12/2023,2.9,31298
Aarav Patel,Female,53,South,Charger,7,18633,Cash,8/4/2023,4,130431
Kavya Patel,Male,44,North,Tablet,1,15439,Netbanking,3/13/2024,1.6,15439
Diya Verma,Male,34,North,Mobile,5,1281,Netbanking,11/30/2024,2.9,6405
Isha Choudhary,Female,26,West,Headphones,8,49550,UPI,7/22/2024,2.7,396400
Simran Verma,Female,50,West,Laptop,4,28124,Netbanking,7/12/2024,3.4,112496
Vihaan Reddy,Female,37,North,Charger,5,7323,UPI,6/8/2023,5,36615
Rahul Choudhary,Male,30,West,Mobile,4,18989,Card,5/3/2024,4.1,75956
